School Name,School Type,School Level,School Language,Grade Range,Street,Municipality,City,Province,Postal Code,School Website,Latitude,Longitude
École secondaire catholique L'Envol,Catholic,Secondary,French,9-12,45 Johnson Drive,"Quinte West, City of",Trenton,Ontario,K8V6V7,,44.110839,-77.555446
École secondaire catholique Mer Bleue,Catholic,Secondary,French,9-12,6401 Renaud Rd,"Ottawa, City of",Orléans,Ontario,K1W0H8,https://mer-bleue.ecolecatholique.ca/,45.43591,-75.5028
École secondaire catholique Notre-Dame,Catholic,Secondary,French,9-12,11 Beattie Lane,"North Grenville, Municipality of",Kemptville,Ontario,K0G1J0,https://kemptville.ecolecatholique.ca/,45.00714,-75.6387
École secondaire catholique Paul-Desmarais,Catholic,Secondary,French,9-12,5315 Abbott,"Ottawa, City of",Ottawa,Ontario,K2S0X3,https://paul-desmarais.ecolecatholique.ca/,45.27413,-75.8962
École secondaire catholique Pierre-Savard,Catholic,Secondary,French,9-12,1110 Longfields prom.,"Ottawa, City of",Nepean,Ontario,K2J0H9,http://www.pierre-savard.ecolecatholique.ca/fr/,45.27313,-75.7375
École secondaire catholique Sainte-Marie-Rivier,Catholic,Secondary,French,9-12,1381 Demers av.,"Kingston, City of",Kingston,Ontario,K7M0J1,http://www.marie-rivier.ecolecatholique.ca/,44.24787,-76.56118
École secondaire catholique Samuel-Genest,Catholic,Secondary,French,9-12,704 Carson's chemin,"Ottawa, City of",Ottawa,Ontario,K1K2H3,http://www.samuel-genest.ecolecatholique.ca/,45.44095,-75.6292
École secondaire catholique d'apprentissage virtuel,Catholic,Secondary,French,9-12,801 Aviation Parkway,"Ottawa, City of",Ottawa,Ontario,K1K4R3,,45.4394,-75.6274
École secondaire catholique de l’innovation,Catholic,Secondary,French,9-12,801 de l'Aviation prom.,"Ottawa, City of",Ottawa,Ontario,K1K4R3,http://www.minto.ecolecatholique.ca,45.43699,-75.6339
École élémentaire Académie catholique Ange-Gabriel,Catholic,Elementary,French,JK-6,1515 Kensington prom.,"Brockville, City of",Brockville,Ontario,K6V6H9,https://ange-gabriel.ecolecatholique.ca/,44.61215,-75.718
École élémentaire catholique Alain-Fortin,Catholic,Elementary,French,JK-6,676 Lakeridge prom.,"Ottawa, City of",Orléans,Ontario,K4A0J8,https://alain-fortin.ecolecatholique.ca,45.44742,-75.4743
École élémentaire catholique Arc-en-ciel,Catholic,Elementary,French,JK-6,1830 Portobello boul.,"Ottawa, City of",Orléans,Ontario,K4A3T6,https://arc-en-ciel.ecolecatholique.ca/,45.47205,-75.4704
École élémentaire catholique Au Coeur d'Ottawa,Catholic,Elementary,French,JK-8,88 Main Street,"Ottawa, City of",Ottawa,Ontario,K1S1C2,https://aucoeurdottawa.ecolecatholique.ca/,45.41164,-75.6796
École élémentaire catholique Bernard-Grandmaître,Catholic,Elementary,French,JK-6,4170 Spratt chemin,"Ottawa, City of",Ottawa,Ontario,K1V0Z5,http://www.bernard-grandmaitre.ecolecatholique.ca/,45.28494,-75.6821
École élémentaire catholique De la Découverte,Catholic,Elementary,French,JK-6,866 Scala av.,"Ottawa, City of",Cumberland,Ontario,K4A4T6,http://www.deladecouverte.ecolecatholique.ca,45.46363,-75.4672
École élémentaire catholique Des  Voyageurs,Catholic,Elementary,French,JK-6,6030 Voyageur prom.,"Ottawa, City of",Orléans,Ontario,K1C2T1,http://www.desvoyageurs.ecolecatholique.ca,45.47372,-75.5522
École élémentaire catholique Des Deux-Rivières,Catholic,Elementary,French,JK-8,240 Baskin Drive,"Renfrew, County of",Arnprior,Ontario,K7S3G8,,45.430301,-76.375761
École élémentaire catholique Des Pins,Catholic,Elementary,French,JK-6,1487 Ridgebrook prom.,"Ottawa, City of",Gloucester,Ontario,K1B4K6,http://www.despins.ecolecatholique.ca/,45.42192,-75.6053
École élémentaire catholique Des Pionniers,Catholic,Elementary,French,JK-6,720 Merkley prom.,"Ottawa, City of",Orléans,Ontario,K4A1L8,http://www.despionniers.ecolecatholique.ca,45.47393,-75.4813
École élémentaire catholique Elisabeth-Bruyère,Catholic,Elementary,French,JK-6,100 Stonehaven prom.,"Ottawa, City of",Kanata,Ontario,K2M2H4,http://www.elisabeth-bruyere.ecolecatholique.ca/,45.28647,-75.8467
École élémentaire catholique George-Étienne-Cartier,Catholic,Elementary,French,JK-6,880 Thorndale prom.,"Ottawa, City of",Ottawa,Ontario,K1V6Y3,http://www.george-etienne-cartier.ecolecatholique.ca,45.36354,-75.6721
École élémentaire catholique Horizon-Jeunesse,Catholic,Elementary,French,JK-6,349 Olmstead rue,"Ottawa, City of",Vanier,Ontario,K1L1B1,http://www.ecolecatholique.ca/fr/53,45.43245,-75.6601
École élémentaire catholique J.-L.-Couroux,Catholic,Elementary,French,JK-8,10 Findlay av.,"Carleton Place, Town of",Carleton Place,Ontario,K7C4K1,http://www.j-l-couroux.ecolecatholique.ca/fr/,45.1294,-76.1288
École élémentaire catholique Jean-Robert-Gauthier,Catholic,Elementary,French,JK-6,651 Chapman Mills prom.,"Ottawa, City of",Ottawa,Ontario,K2J0W7,http://www.jean-robert-gauthier.ecolecatholique.ca/,45.27008,-75.7323
École élémentaire catholique Jeanne-Lajoie,Catholic,Elementary,French,JK-6,1255 Pembroke Ouest Rue,"Pembroke, City of",Pembroke,Ontario,K8A5R3,http://www.jeanne-lajoie-elementaire.ecolecatholique.ca/,45.83531,-77.1507
École élémentaire catholique Jonathan-Pitre,Catholic,Elementary,French,JK-6,925 Ralph Hennessy Avenue,"Ottawa, City of",Gloucester,Ontario,K1X0C3,,45.2716,-75.6801
École élémentaire catholique L'Envol,Catholic,Elementary,French,JK-8,45 Johnson prom.,"Quinte West, City of",Trenton,Ontario,K8V6V7,http://www.lenvol.ecolecatholique.ca/,44.1099,-77.5524
École élémentaire catholique L'Étoile-de-l'Est,Catholic,Elementary,French,JK-6,6220 Beauséjour prom.,"Ottawa, City of",Orléans,Ontario,K1C8E4,http://www.letoile-de-lest.ecolecatholique.ca/,45.45754,-75.5319
École élémentaire catholique La Vérendrye,Catholic,Elementary,French,JK-6,614 Eastvale prom.,"Ottawa, City of",Gloucester,Ontario,K1J6Z6,http://www.laverendrye.ecolecatholique.ca,45.46041,-75.5976
École élémentaire catholique Laurier-Carrière,Catholic,Elementary,French,JK-6,14 Four Seasons prom.,"Ottawa, City of",Nepean,Ontario,K2E7P8,http://www.laurier-carriere.ecolecatholique.ca/,45.35244,-75.7125
École élémentaire catholique Marius-Barbeau,Catholic,Elementary,French,JK-8,1345 Nottinghill av.,"Ottawa, City of",Ottawa,Ontario,K1V6T3,http://www.marius-barbeau.ecolecatholique.ca,45.37166,-75.6566
École élémentaire catholique Mgr-Rémi-Gaulin,Catholic,Elementary,French,JK-6,51 Virginia rue,"Kingston, City of",Kingston,Ontario,K7K5Y3,http://www.mgr-remi-gaulin.ecolecatholique.ca,44.26959,-76.4863
École élémentaire catholique Montfort,Catholic,Elementary,French,JK-6,350 Den Haag rue,"Ottawa, City of",Ottawa,Ontario,K1K0W9,http://www.montfort.ecolecatholique.ca,45.44163,-75.6336
École élémentaire catholique Notre-Dame,Catholic,Elementary,French,JK-8,50 Campus Drive,"North Grenville, Municipality of",Kemptville,Ontario,K0G1J0,https://kemptville.ecolecatholique.ca/,45.00714,-75.6387
École élémentaire catholique Notre-Dame-des-Champs,Catholic,Elementary,French,JK-6,6280 Renaud Ch,"Ottawa, City of",Ottawa,Ontario,K4B1H9,http://ndc.ecolecatholique.ca/,45.43287,-75.5095
École élémentaire catholique Notre-Place,Catholic,Elementary,French,JK-6,665 Des Aubepines Drive,"Ottawa, City of",Orleans,Ontario,K4A0Z3,http://notre-place.ecolecatholique.ca/,45.44741,-75.4844
École élémentaire catholique Pierre-Elliott-Trudeau,Catholic,Elementary,French,JK-6,601 Longfields prom.,"Ottawa, City of",Nepean,Ontario,K2J4X1,http://www.pierre-elliott-trudeau.ecolecatholique.ca/,45.2853,-75.7445
École élémentaire catholique Reine-des-Bois,Catholic,Elementary,French,JK-6,1450 Duford rue,"Ottawa, City of",Orléans,Ontario,K1E1E6,http://www.reine-des-bois.ecolecatholique.ca/fr/,45.47197,-75.5096
École élémentaire catholique Roger-Saint-Denis,Catholic,Elementary,French,JK-6,186 Barrow crois.,"Ottawa, City of",Kanata,Ontario,K2L2C7,http://www.roger-saint-denis.ecolecatholique.ca/,45.31128,-75.8823
École élémentaire catholique Saint-François-d'Assise,Catholic,Elementary,French,JK-6,35 Melrose av.,"Ottawa, City of",Ottawa,Ontario,K1Y1T8,http://www.saint-francois-dassise.ecolecatholique.ca/,45.40242,-75.7237
École élémentaire catholique Saint-Guillaume,Catholic,Elementary,French,JK-8,5750 Buckland chemin,"Ottawa, City of",Vars,Ontario,K0A3H0,http://www.saint-guillaume.ecolecatholique.ca,45.35568,-75.3537
École élémentaire catholique Saint-Jean-Paul II,Catholic,Elementary,French,JK-6,5473 Abbott Est Rue,"Ottawa, City of",Stittsville,Ontario,K2S0A8,http://www.jean-paul-ii.ecolecatholique.ca/,45.2693,-75.9045
École élémentaire catholique Saint-Joseph d'Orléans,Catholic,Elementary,French,JK-6,6664 Carrière rue,"Ottawa, City of",Orléans,Ontario,K1C1J4,http://www.saint-josephdorleans.ecolecatholique.ca/,45.46574,-75.5214
École élémentaire catholique Saint-Rémi,Catholic,Elementary,French,JK-6,100 promenade Walden,"Ottawa, City of",KANATA,Ontario,K2K0G8,http://ecolecatholique.ca/fr/53,45.3278,-75.9235
École élémentaire catholique Sainte-Anne,Catholic,Elementary,French,JK-8,235 Beausoleil promenade,"Ottawa, City of",Ottawa,Ontario,K1N0C1,http://www.sainte-anne.ecolecatholique.ca/,45.43258,-75.682
École élémentaire catholique Sainte-Bernadette,Catholic,Elementary,French,JK-6,3781 Sixth rue,"Ottawa, City of",Gloucester,Ontario,K1T1K5,http://www.sainte-bernadette.ecolecatholique.ca/,45.35191,-75.6232
École élémentaire catholique Sainte-Geneviève,Catholic,Elementary,French,JK-6,2198 Arch rue,"Ottawa, City of",Ottawa,Ontario,K1G2H7,http://www.sainte-genevieve.ecolecatholique.ca/,45.38983,-75.6313
École élémentaire catholique Sainte-Kateri,Catholic,Elementary,French,JK-6,2450 River Mist Chemin,"Ottawa, City of",Ottawa,Ontario,K2J0S2,http://sainte-kateri.ecolecatholique.ca/,45.24559,-75.7367
École élémentaire catholique Sainte-Marguerite-Bourgeoys,Catholic,Elementary,French,JK-8,306 Read rue,"Merrickville-Wolford, Village of",Merrickville,Ontario,K0G1N0,http://www.sainte-marguerite-bourgeoys.ecolecatholique.ca/,44.91404,-75.8414
École élémentaire catholique Sainte-Marie,Catholic,Elementary,French,JK-6,2599 Innes chemin,"Ottawa, City of",Gloucester,Ontario,K1B3J8,http://www.sainte-marie.ecolecatholique.ca/,45.43201,-75.5663
École élémentaire catholique Sainte-Thérèse-d'Avila,Catholic,Elementary,French,JK-8,9575 Marionville chemin,"Ottawa, City of",Marionville,Ontario,K4R1E5,http://www.sainte-therese-davila.ecolecatholique.ca/,45.18171,-75.3553
École élémentaire catholique Terre-des-Jeunes,Catholic,Elementary,French,JK-6,1303 Fellows rue,"Ottawa, City of",Ottawa,Ontario,K2C2V8,http://www.terre-des-jeunes.ecolecatholique.ca/,45.35221,-75.7681
École élémentaire catholique d'enseignement personnalisé La Source,Catholic,Elementary,French,JK-6,1445 Duford prom.,"Ottawa, City of",Orléans,Ontario,K1E1E8,http://www.lasource.ecolecatholique.ca/,45.47227,-75.5089
École élémentaire catholique d'enseignement personnalisé Lamoureux,Catholic,Elementary,French,JK-8,2540 Kaladar av.,"Ottawa, City of",Ottawa,Ontario,K1V8C5,http://www.lamoureux.ecolecatholique.ca,45.37266,-75.6713
École élémentaire catholique d'enseignement personnalisé Édouard-Bond,Catholic,Elementary,French,JK-6,920 Parkhaven av.,"Ottawa, City of",Ottawa,Ontario,K2B5K3,http://www.edouard-bond.ecolecatholique.ca/,45.36326,-75.7767
Carrefour Options +,Catholic,Secondary,French,9-12,504 St-Raphael rue,"Greater Sudbury, City of",Sudbury,Ontario,P3B1M4,http://carrefouroptions.nouvelon.ca/,46.51209,-80.9478
Collège Notre-Dame,Catholic,Secondary,French,9-12,100 Lévis rue,"Greater Sudbury, City of",Sudbury,Ontario,P3C2H1,http://cnd.nouvelon.ca/,46.4988,-80.993
École secondaire Notre-Dame-du-Sault,Catholic,Secondary,French,9-12,600 North rue,"Sault Ste. Marie, City of",Sault Ste Marie,Ontario,P6B2B9,http://ndsault.nouvelon.ca/,46.52319,-84.3301
École secondaire catholique Champlain,Catholic,Secondary,French,9-12,61 Brookside chemin,"Greater Sudbury, City of",Chelmsford,Ontario,P0M1L0,http://escchamplain.nouvelon.ca/,46.57246,-81.1995
École secondaire catholique Jeunesse-Nord,Catholic,Secondary,French,9-12,117 Youngfox chemin,"Blind River, Town of",Blind River,Ontario,P0R1B0,http://escjeunessenord.nouvelon.ca/,46.1852,-82.9649
École secondaire catholique La Renaissance,Catholic,Secondary,French,9-12,301 Church rue,"Espanola, Town of",Espanola,Ontario,P5E1B3,,46.260253,-81.772933
École secondaire catholique Saint-Joseph,Catholic,Secondary,French,9-12,101 Churchill avenue,"Middlesex, County of",Wawa,Ontario,P0S1K0,http://stjosephwawa.nouvelon.ca/,47.99678,-84.7835
École secondaire catholique Trillium,Catholic,Secondary,French,9-12,9 Broomhead rue,"Chapleau, Township of",Chapleau,Ontario,P0M1K0,http://esctrillium.nouvelon.ca/,47.84111,-83.41
École secondaire catholique l'Horizon,Catholic,Secondary,French,9-12,1650 Valleyview chemin,"Greater Sudbury, City of",Val Caron,Ontario,P3N1K7,http://eschorizon.nouvelon.ca/,46.59541,-81.0089
École secondaire du Sacré-Coeur,Catholic,Secondary,French,9-12,261 Notre-Dame avenue,"Greater Sudbury, City of",Sudbury,Ontario,P3C5K4,http://essacrecoeur.nouvelon.ca/,46.4998,-80.9889
École élémentaire Alliance Saint-Joseph,Catholic,Elementary,French,JK-8,3634 Errington avenue,"Greater Sudbury, City of",Chelmsford,Ontario,P0M1L0,http://alliancestjoseph.nouvelon.ca/,46.58498,-81.1981
École élémentaire Notre-Dame,Catholic,Elementary,French,JK-8,4503 Dennie rue,"Greater Sudbury, City of",Hanmer,Ontario,P3P1L1,http://notredame.nouvelon.ca/,46.65142,-80.9465
École élémentaire Notre-Dame-de-la-Merci,Catholic,Elementary,French,JK-8,2 Edward avenue,"Greater Sudbury, City of",Coniston,Ontario,P0M1M0,http://ndmerci.nouvelon.ca/,46.49427,-80.8503
École élémentaire Notre-Dame-du-Sault,Catholic,Elementary,French,JK-8,600 North rue,"Sault Ste. Marie, City of",Sault Ste. Marie,Ontario,P6B2B9,http://ndsault.nouvelon.ca/,46.53269,-84.3358
École élémentaire Sacré-Coeur,Catholic,Elementary,French,JK-6,14 Strathcona rue,"Chapleau, Township of",Chapleau,Ontario,P0M1K0,http://sacrecoeur.nouvelon.ca/,47.84527,-83.3921
École élémentaire Saint Nom de Jésus,Catholic,Elementary,French,JK-8,59 Neesomadina avenue,"Hornepayne, Township of",Hornepayne,Ontario,P0M1Z0,http://saintnomdejesus.nouvelon.ca/,49.21291,-84.7703
École élémentaire Saint-Antoine,Catholic,Elementary,French,JK-8,20 St Antoine rue,"French River, Municipality of",Noëlville,Ontario,P0M2N0,http://stantoine.nouvelon.ca/,46.13587,-80.4292
École élémentaire Saint-Augustin,Catholic,Elementary,French,JK-8,648 O'Neil ouest promenade,"Greater Sudbury, City of",Garson,Ontario,P3L1T6,http://staugustin.nouvelon.ca/,46.55088,-80.8827
École élémentaire Saint-Charles-Borromée,Catholic,Elementary,French,JK-8,22 Ste Anne rue,"St.-Charles, Municipality of",Saint-Charles,Ontario,P0M2W0,http://stcharles.nouvelon.ca/,46.3646,-80.4198
École élémentaire Saint-Denis,Catholic,Elementary,French,JK-8,1200 Ramsey View cour,"Greater Sudbury, City of",Sudbury,Ontario,P3E0E5,http://stdenis.nouvelon.ca/,46.47845,-81.0069
École élémentaire Saint-Dominique,Catholic,Elementary,French,JK-6,2096 Montfort rue,"Greater Sudbury, City of",Sudbury,Ontario,P3A2K8,http://stdominique.nouvelon.ca/,46.52546,-80.9226
École élémentaire Saint-Joseph,Catholic,Elementary,French,JK-3,1215 St. Anthony rue,"Greater Sudbury, City of",Hanmer,Ontario,P3P1B7,http://stjosephhanmer.nouvelon.ca/,46.65001,-80.9932
École élémentaire Saint-Joseph,Catholic,Elementary,French,JK-8,44 Lawton rue,"Blind River, Town of",Blind River,Ontario,P0R1B0,http://stjosephblindriver.nouvelon.ca/,46.18605,-82.9519
École élémentaire Saint-Joseph,Catholic,Elementary,French,JK-8,101 Churchill avenue,"Middlesex, County of",Wawa,Ontario,P0S1K0,http://stjosephwawa.nouvelon.ca/,47.99216,-84.7776
École élémentaire Saint-Joseph,Catholic,Elementary,French,JK-8,100 Bruyère rue,"Greater Sudbury, City of",Sudbury,Ontario,P3C2V1,http://stjosephsudbury.nouvelon.ca/,46.50331,-80.9947
École élémentaire Saint-Joseph,Catholic,Elementary,French,JK-8,149 du Parc avenue,"Dubreuilville, Township of",Dubreuilville,Ontario,P0S1B0,http://stjosephdubreuilville.nouvelon.ca/,48.3505,-84.5524
École élémentaire Saint-Paul,Catholic,Elementary,French,JK-8,185 6e avenue,"Greater Sudbury, City of",Lively,Ontario,P3Y1M4,http://stpaul.nouvelon.ca/,46.43566,-81.1487
École élémentaire Saint-Pierre,Catholic,Elementary,French,JK-8,2115 Rita rue,"Greater Sudbury, City of",Sudbury,Ontario,P3B1L9,http://stpierre.nouvelon.ca/,46.48887,-80.9315
École élémentaire Saint-Thomas,Catholic,Elementary,French,JK-8,14 Warren avenue,"Markstay-Warren, Municipality of",Warren,Ontario,P0H2N0,http://stthomas.nouvelon.ca/,46.44176,-80.3029
École élémentaire Saint-Étienne,Catholic,Elementary,French,JK-8,79 Houle avenue,"Greater Sudbury, City of",Dowling,Ontario,P0M1R0,http://stetienne.nouvelon.ca/,46.59143,-81.3282
École élémentaire Sainte-Anne,Catholic,Elementary,French,JK-6,30 Public chemin,"The North Shore, Township of",Spanish,Ontario,P0P2A0,http://steanne.nouvelon.ca/,46.19064,-82.3477
École élémentaire Sainte-Marie,Catholic,Elementary,French,JK-8,25 Marier rue,"Greater Sudbury, City of",Azilda,Ontario,P0M1B0,http://stemarie.nouvelon.ca/,46.5525,-81.1153
École élémentaire Sainte-Thérèse,Catholic,Elementary,French,4-8,4617 Sainte-Thérèse rue,"Greater Sudbury, City of",Val Therese,Ontario,P3P1S5,http://stetherese.nouvelon.ca/,46.65442,-81.0023
École élémentaire catholique Félix-Ricard,Catholic,Elementary,French,JK-8,691 Lasalle boulevard,"Greater Sudbury, City of",Sudbury,Ontario,P3A1X3,http://felixricard.nouvelon.ca/,46.52156,-80.9687
École élémentaire catholique Georges-Vanier,Catholic,Elementary,French,JK-8,140 Hillside Nord promenade,"Elliot Lake, City of",Elliot Lake,Ontario,P5A1X7,http://georgesvanier.nouvelon.ca/,46.38312,-82.66
École élémentaire catholique Jean-Paul II,Catholic,Elementary,French,JK-8,1795 Main rue,"Greater Sudbury, City of",Val Caron,Ontario,P3N1R8,http://jeanpaulii.nouvelon.ca/,46.60967,-81.0144
École élémentaire catholique La Renaissance,Catholic,Elementary,French,JK-8,301 Church rue,"Espanola, Town of",Espanola,Ontario,P5E1B3,,46.260253,-81.772933
École élémentaire catholique Trillium,Catholic,Elementary,French,7-8,9 Broomhead rue,"Chapleau, Township of",Chapleau,Ontario,P0M1K0,http://esctrillium.nouvelon.ca/,47.84075,-83.4101
École secondaire catholique E.J.Lajeunesse,Catholic,Secondary,French,9-12,600 E C Row ouest avenue,"Windsor, City of",Windsor,Ontario,N9E1A5,CscProvidence.ca/EJL,42.29009,-82.9443
École secondaire catholique Ste-Trinité,Catholic,Secondary,French,9-12,875 Ouellette avenue,"Windsor, City of",Windsor,Ontario,N9A4J6,http://www.CscProvidence.ca,42.31371,-83.0365
École secondaire catholique l'Essor,Catholic,Secondary,French,9-12,13605 St.Gregory chemin,"Tecumseh, Town of",Tecumseh,Ontario,N8N3E4,http://www.CscProvidence.ca/lEssor,42.31441,-82.863
École secondaire catholique École secondaire Monseigneur-Bruyère,Catholic,Secondary,French,9-12,920 Huron rue,"London, City of",London,Ontario,N5Y4K4,http://www.CscProvidence.ca/Monseigneur-Bruyere,43.015767,-81.232874
